record_type,line_number,trip_number,from_stop,start_time_min,end_time_min,to_stop,distance_km
T,u007,1102,nwgrms,860,909,utrbav,13.143
T,u007,1104,nwgrms,870,919,utrbav,13.143
T,u007,1106,nwgrms,880,929,utrbav,13.143
T,u007,1108,nwgrms,890,939,utrbav,13.143
T,u007,1110,nwgrms,900,949,utrbav,13.143
T,u007,1112,nwgrms,910,959,utrbav,13.143
T,u007,1114,nwgrms,920,969,utrbav,13.143
T,u007,1116,nwgrms,930,979,utrbav,13.143
T,u007,1118,nwgrms,940,989,utrbav,13.143
T,u007,1120,nwgrms,950,999,utrbav,13.143
T,u007,1122,nwgrms,960,1009,utrbav,13.143
T,u007,1124,nwgrms,970,1019,utrbav,13.143
T,u007,1126,nwgrms,980,1029,utrbav,13.143
T,u007,1128,nwgrms,990,1039,utrbav,13.143
T,u007,1130,nwgrms,1000,1049,utrbav,13.143
T,u007,1132,nwgrms,1010,1059,utrbav,13.143
T,u007,1134,nwgrms,1020,1069,utrbav,13.143
T,u007,1136,nwgrms,1031,1079,utrbav,13.143
T,u007,1138,nwgrms,1041,1089,utrbav,13.143
T,u007,1140,nwgrms,1051,1099,utrbav,13.143
T,u007,1142,nwgrms,1061,1109,utrbav,13.143
T,u007,1144,nwgrms,1076,1124,utrbav,13.143
T,u007,1146,nwgrms,1091,1139,utrbav,13.143
T,u007,1148,nwgrms,1108,1154,utrbav,13.143
T,u007,1150,nwgrms,1125,1169,utrbav,13.143
T,u007,1152,nwgrms,1141,1184,utrbav,13.143
T,u007,1154,nwgrms,1156,1199,utrbav,13.143
T,u007,1156,nwgrms,1171,1214,utrbav,13.143
T,u007,1158,nwgrms,1186,1229,utrbav,13.143
T,u007,1160,nwgrms,1201,1244,utrbav,13.143
T,u007,1162,nwgrms,1216,1259,utrbav,13.143
T,u007,1164,nwgrms,1231,1274,utrbav,13.143
T,u007,1166,nwgrms,1246,1289,utrbav,13.143
T,u007,1168,nwgrms,1261,1304,utrbav,13.143
T,u007,1170,nwgrms,1277,1319,utrbav,13.143
T,u007,1172,nwgrms,1294,1334,utrbav,13.143
T,u007,1174,nwgrms,1309,1349,utrbav,13.143
T,u007,1176,nwgrms,1324,1364,utrbav,13.143
T,u007,1178,nwgrms,1339,1379,utrbav,13.143
T,u007,1180,nwgrms,1354,1394,utrbav,13.143
T,u007,1182,nwgrms,1369,1409,utrbav,13.143
T,u007,1184,nwgrms,1384,1424,utrbav,13.143
T,u007,1186,nwgrms,1399,1439,utrbav,13.143
T,u007,1188,nwgrms,1414,1454,utrbav,13.143
T,u007,1190,nwgrms,1429,1469,utrbav,13.143
T,u007,1192,nwgrms,1444,1484,utrbav,13.143
T,u007,1194,nwgrms,1459,1499,utrbav,13.143
T,u007,1196,nwgrms,1476,1519,utrbav,13.143
T,u008,1001,utroor,361,395,utrlun,11.495
T,u008,1003,utroor,376,410,utrlun,11.495
T,u008,1005,utroor,391,425,utrlun,11.495
T,u008,1007,utroor,406,444,utrlun,11.495
T,u008,1009,utroor,421,460,utrlun,11.495
T,u008,1011,utroor,436,476,utrlun,11.495
T,u008,1013,utroor,451,491,utrlun,11.495
T,u008,1015,utroor,461,501,utrlun,11.495
T,u008,1017,utroor,471,511,utrlun,11.495
T,u008,1019,utroor,481,521,utrlun,11.495
T,u008,1021,utroor,491,531,utrlun,11.495
T,u008,1023,utroor,501,541,utrlun,11.495
T,u008,1025,utroor,511,551,utrlun,11.495
T,u008,1027,utroor,521,561,utrlun,11.495
T,u008,1029,utroor,531,571,utrlun,11.495
T,u008,1031,utroor,541,581,utrlun,11.495
T,u008,1033,utroor,551,591,utrlun,11.495
T,u008,1035,utroor,561,601,utrlun,11.495
T,u008,1037,utroor,571,611,utrlun,11.495
T,u008,1039,utroor,581,621,utrlun,11.495
T,u008,1041,utroor,591,631,utrlun,11.495
T,u008,1043,utroor,601,641,utrlun,11.495
T,u008,1045,utroor,611,651,utrlun,11.495
T,u008,1047,utroor,621,661,utrlun,11.495
T,u008,1049,utroor,631,671,utrlun,11.495
T,u008,1051,utroor,641,681,utrlun,11.495
T,u008,1053,utroor,651,691,utrlun,11.495
T,u008,1055,utroor,661,701,utrlun,11.495
T,u008,1057,utroor,671,711,utrlun,11.495
T,u008,1059,utroor,681,721,utrlun,11.495
T,u008,1061,utroor,691,731,utrlun,11.495
T,u008,1063,utroor,701,741,utrlun,11.495
T,u008,1065,utroor,711,751,utrlun,11.495
T,u008,1067,utroor,721,761,utrlun,11.495
T,u008,1069,utroor,731,771,utrlun,11.495
T,u008,1071,utroor,741,781,utrlun,11.495
T,u008,1073,utroor,751,791,utrlun,11.495
T,u008,1075,utroor,761,801,utrlun,11.495
T,u008,1077,utroor,771,811,utrlun,11.495
T,u008,1079,utroor,781,821,utrlun,11.495
T,u008,1081,utroor,791,831,utrlun,11.495
T,u008,1083,utroor,801,841,utrlun,11.495
T,u008,1085,utroor,811,851,utrlun,11.495
T,u008,1087,utroor,821,861,utrlun,11.495
T,u008,1089,utroor,831,871,utrlun,11.495
T,u008,1091,utroor,841,881,utrlun,11.495
T,u008,1093,utroor,851,891,utrlun,11.495
T,u008,1095,utroor,861,901,utrlun,11.495
T,u008,1097,utroor,871,911,utrlun,11.495
T,u008,1099,utroor,881,921,utrlun,11.495
T,u008,1101,utroor,891,931,utrlun,11.495
T,u008,1103,utroor,901,941,utrlun,11.495
T,u008,1105,utroor,911,951,utrlun,11.495
T,u008,1107,utroor,921,961,utrlun,11.495
T,u008,1109,utroor,931,972,utrlun,11.495
T,u008,1111,utroor,941,983,utrlun,11.495
T,u008,1113,utroor,951,993,utrlun,11.495
T,u008,1115,utroor,961,1003,utrlun,11.495
T,u008,1117,utroor,971,1013,utrlun,11.495
T,u008,1119,utroor,981,1023,utrlun,11.495
T,u008,1121,utroor,991,1033,utrlun,11.495
T,u008,1123,utroor,1001,1043,utrlun,11.495
T,u008,1125,utroor,1011,1053,utrlun,11.495
T,u008,1127,utroor,1021,1062,utrlun,11.495
T,u008,1129,utroor,1031,1071,utrlun,11.495
T,u008,1131,utroor,1041,1081,utrlun,11.495
T,u008,1133,utroor,1051,1091,utrlun,11.495
T,u008,1135,utroor,1061,1101,utrlun,11.495
T,u008,1137,utroor,1071,1110,utrlun,11.495
T,u008,1139,utroor,1081,1119,utrlun,11.495
T,u008,1141,utroor,1096,1134,utrlun,11.495
T,u008,1143,utroor,1111,1149,utrlun,11.495
T,u008,1145,utroor,1126,1164,utrlun,11.495
T,u008,1147,utroor,1141,1179,utrlun,11.495
T,u008,1149,utroor,1156,1194,utrlun,11.495
T,u008,1151,utroor,1171,1209,utrlun,11.495
T,u008,1153,utroor,1186,1224,utrlun,11.495
T,u008,1155,utroor,1201,1239,utrlun,11.495
T,u008,1157,utroor,1216,1254,utrlun,11.495
T,u008,1159,utroor,1231,1269,utrlun,11.495
T,u008,1161,utroor,1246,1283,utrlun,11.495
T,u008,1163,utroor,1261,1297,utrlun,11.495
T,u008,1165,utroor,1276,1312,utrlun,11.495
T,u008,1167,utroor,1291,1327,utrlun,11.495
T,u008,1169,utroor,1306,1342,utrlun,11.495
T,u008,1171,utroor,1321,1355,utrlun,11.495
T,u008,1173,utroor,1336,1370,utrlun,11.495
T,u008,1175,utroor,1351,1385,utrlun,11.495
T,u008,1177,utroor,1366,1400,utrlun,11.495
T,u008,1179,utroor,1381,1415,utrlun,11.495
T,u008,1181,utroor,1396,1430,utrlun,11.495
T,u008,1183,utroor,1411,1445,utrlun,11.495
T,u008,1185,utroor,1426,1460,utrlun,11.495
T,u008,1187,utroor,1441,1475,utrlun,11.495
T,u008,1189,utroor,1456,1490,utrlun,11.495
T,u008,1191,utroor,1477,1514,utrlun,11.495
T,u008,1002,utrlun,350,389,utroor,11.725
T,u008,1004,utrlun,365,404,utroor,11.725
T,u008,1006,utrlun,378,419,utroor,11.725
T,u008,1008,utrlun,391,434,utroor,11.725
T,u008,1010,utrlun,406,449,utroor,11.725
T,u008,1012,utrlun,415,459,utroor,11.725
T,u008,1014,utrlun,424,469,utroor,11.725
T,u008,1016,utrlun,434,479,utroor,11.725
T,u008,1018,utrlun,443,489,utroor,11.725
T,u008,1020,utrlun,452,499,utroor,11.725
T,u008,1022,utrlun,462,509,utroor,11.725
T,u008,1024,utrlun,472,519,utroor,11.725
T,u008,1026,utrlun,482,529,utroor,11.725
T,u008,1028,utrlun,494,539,utroor,11.725
T,u008,1030,utrlun,504,549,utroor,11.725
T,u008,1032,utrlun,514,559,utroor,11.725
T,u008,1034,utrlun,524,569,utroor,11.725
T,u008,1036,utrlun,536,579,utroor,11.725
T,u008,1038,utrlun,546,589,utroor,11.725
T,u008,1040,utrlun,556,599,utroor,11.725
T,u008,1042,utrlun,566,609,utroor,11.725
T,u008,1044,utrlun,576,619,utroor,11.725
T,u008,1046,utrlun,586,629,utroor,11.725
T,u008,1048,utrlun,596,639,utroor,11.725
T,u008,1050,utrlun,606,649,utroor,11.725
T,u008,1052,utrlun,616,659,utroor,11.725
T,u008,1054,utrlun,626,669,utroor,11.725
T,u008,1056,utrlun,636,679,utroor,11.725
T,u008,1058,utrlun,646,689,utroor,11.725
T,u008,1060,utrlun,656,699,utroor,11.725
T,u008,1062,utrlun,666,709,utroor,11.725
T,u008,1064,utrlun,676,719,utroor,11.725
T,u008,1066,utrlun,686,729,utroor,11.725
T,u008,1068,utrlun,696,739,utroor,11.725
T,u008,1070,utrlun,706,749,utroor,11.725
T,u008,1072,utrlun,716,759,utroor,11.725
T,u008,1074,utrlun,726,769,utroor,11.725
T,u008,1076,utrlun,736,779,utroor,11.725
T,u008,1078,utrlun,746,789,utroor,11.725
T,u008,1080,utrlun,756,799,utroor,11.725
T,u008,1082,utrlun,766,809,utroor,11.725
T,u008,1084,utrlun,776,819,utroor,11.725
T,u008,1086,utrlun,786,829,utroor,11.725
T,u008,1088,utrlun,796,839,utroor,11.725
T,u008,1090,utrlun,806,849,utroor,11.725
T,u008,1092,utrlun,816,859,utroor,11.725
T,u008,1094,utrlun,826,869,utroor,11.725
T,u008,1096,utrlun,836,879,utroor,11.725
T,u008,1098,utrlun,846,889,utroor,11.725
T,u008,1100,utrlun,856,899,utroor,11.725
T,u008,1102,utrlun,866,909,utroor,11.725
T,u008,1104,utrlun,876,919,utroor,11.725
T,u008,1106,utrlun,886,929,utroor,11.725
T,u008,1108,utrlun,896,939,utroor,11.725
T,u008,1110,utrlun,906,949,utroor,11.725
T,u008,1112,utrlun,916,959,utroor,11.725
T,u008,1114,utrlun,926,969,utroor,11.725
T,u008,1116,utrlun,936,979,utroor,11.725
T,u008,1118,utrlun,946,989,utroor,11.725
T,u008,1120,utrlun,955,999,utroor,11.725
T,u008,1122,utrlun,964,1009,utroor,11.725
T,u008,1124,utrlun,974,1019,utroor,11.725
T,u008,1126,utrlun,984,1029,utroor,11.725
T,u008,1128,utrlun,994,1039,utroor,11.725
T,u008,1130,utrlun,1004,1049,utroor,11.725
T,u008,1132,utrlun,1014,1059,utroor,11.725
T,u008,1134,utrlun,1024,1069,utroor,11.725
T,u008,1136,utrlun,1034,1079,utroor,11.725
T,u008,1138,utrlun,1051,1094,utroor,11.725
T,u008,1140,utrlun,1066,1109,utroor,11.725
T,u008,1142,utrlun,1081,1124,utroor,11.725
T,u008,1144,utrlun,1096,1139,utroor,11.725
T,u008,1146,utrlun,1113,1154,utroor,11.725
T,u008,1148,utrlun,1128,1169,utroor,11.725
T,u008,1150,utrlun,1143,1184,utroor,11.725
T,u008,1152,utrlun,1158,1199,utroor,11.725
T,u008,1154,utrlun,1173,1214,utroor,11.725
T,u008,1156,utrlun,1190,1229,utroor,11.725
T,u008,1158,utrlun,1205,1244,utroor,11.725
T,u008,1160,utrlun,1220,1259,utroor,11.725
T,u008,1162,utrlun,1236,1274,utroor,11.725
T,u008,1164,utrlun,1252,1289,utroor,11.725
T,u008,1166,utrlun,1267,1304,utroor,11.725
T,u008,1168,utrlun,1282,1319,utroor,11.725
T,u008,1170,utrlun,1297,1334,utroor,11.725
T,u008,1172,utrlun,1312,1349,utroor,11.725
T,u008,1174,utrlun,1329,1364,utroor,11.725
T,u008,1176,utrlun,1344,1379,utroor,11.725
T,u008,1178,utrlun,1359,1394,utroor,11.725
T,u008,1180,utrlun,1374,1409,utroor,11.725
T,u008,1182,utrlun,1389,1424,utroor,11.725
T,u008,1184,utrlun,1404,1439,utroor,11.725
T,u008,1186,utrlun,1419,1454,utroor,11.725
T,u008,1188,utrlun,1434,1469,utroor,11.725
T,u008,1190,utrlun,1449,1484,utroor,11.725
T,u008,1192,utrlun,1464,1499,utroor,11.725
T,u008,1194,utrlun,1482,1520,utroor,11.725
T,u007,1001,utrbav,346,391,nwgrms,13.508
T,u007,1003,utrbav,361,406,nwgrms,13.508
T,u007,1005,utrbav,376,421,nwgrms,13.508
T,u007,1007,utrbav,391,436,nwgrms,13.508
T,u007,1009,utrbav,406,454,nwgrms,13.508
T,u007,1011,utrbav,421,471,nwgrms,13.508
T,u007,1013,utrbav,431,481,nwgrms,13.508
T,u007,1015,utrbav,441,493,nwgrms,13.508
T,u007,1017,utrbav,451,503,nwgrms,13.508
T,u007,1019,utrbav,461,514,nwgrms,13.508
T,u007,1021,utrbav,471,525,nwgrms,13.508
T,u007,1023,utrbav,481,535,nwgrms,13.508
T,u007,1025,utrbav,491,545,nwgrms,13.508
T,u007,1027,utrbav,501,554,nwgrms,13.508
T,u007,1029,utrbav,511,563,nwgrms,13.508
T,u007,1031,utrbav,521,573,nwgrms,13.508
T,u007,1033,utrbav,531,582,nwgrms,13.508
T,u007,1035,utrbav,541,589,nwgrms,13.508
T,u007,1037,utrbav,551,599,nwgrms,13.508
T,u007,1039,utrbav,561,609,nwgrms,13.508
T,u007,1041,utrbav,571,619,nwgrms,13.508
T,u007,1043,utrbav,581,629,nwgrms,13.508
T,u007,1045,utrbav,591,639,nwgrms,13.508
T,u007,1047,utrbav,601,649,nwgrms,13.508
T,u007,1049,utrbav,611,659,nwgrms,13.508
T,u007,1051,utrbav,621,669,nwgrms,13.508
T,u007,1053,utrbav,631,679,nwgrms,13.508
T,u007,1055,utrbav,641,689,nwgrms,13.508
T,u007,1057,utrbav,651,699,nwgrms,13.508
T,u007,1059,utrbav,661,709,nwgrms,13.508
T,u007,1061,utrbav,671,719,nwgrms,13.508
T,u007,1063,utrbav,681,729,nwgrms,13.508
T,u007,1065,utrbav,691,739,nwgrms,13.508
T,u007,1067,utrbav,701,749,nwgrms,13.508
T,u007,1069,utrbav,711,759,nwgrms,13.508
T,u007,1071,utrbav,721,769,nwgrms,13.508
T,u007,1073,utrbav,731,779,nwgrms,13.508
T,u007,1075,utrbav,741,789,nwgrms,13.508
T,u007,1077,utrbav,751,799,nwgrms,13.508
T,u007,1079,utrbav,761,809,nwgrms,13.508
T,u007,1081,utrbav,771,819,nwgrms,13.508
T,u007,1083,utrbav,781,829,nwgrms,13.508
T,u007,1085,utrbav,791,839,nwgrms,13.508
T,u007,1087,utrbav,801,849,nwgrms,13.508
T,u007,1089,utrbav,811,859,nwgrms,13.508
T,u007,1091,utrbav,821,869,nwgrms,13.508
T,u007,1093,utrbav,831,879,nwgrms,13.508
T,u007,1095,utrbav,841,891,nwgrms,13.508
T,u007,1097,utrbav,851,901,nwgrms,13.508
T,u007,1099,utrbav,861,911,nwgrms,13.508
T,u007,1101,utrbav,871,921,nwgrms,13.508
T,u007,1103,utrbav,881,931,nwgrms,13.508
T,u007,1105,utrbav,891,941,nwgrms,13.508
T,u007,1107,utrbav,901,951,nwgrms,13.508
T,u007,1109,utrbav,911,961,nwgrms,13.508
T,u007,1111,utrbav,921,971,nwgrms,13.508
T,u007,1113,utrbav,931,981,nwgrms,13.508
T,u007,1115,utrbav,941,991,nwgrms,13.508
T,u007,1117,utrbav,951,1001,nwgrms,13.508
T,u007,1119,utrbav,961,1011,nwgrms,13.508
T,u007,1121,utrbav,971,1021,nwgrms,13.508
T,u007,1123,utrbav,981,1033,nwgrms,13.508
T,u007,1125,utrbav,991,1043,nwgrms,13.508
T,u007,1127,utrbav,1001,1053,nwgrms,13.508
T,u007,1129,utrbav,1011,1063,nwgrms,13.508
T,u007,1131,utrbav,1021,1073,nwgrms,13.508
T,u007,1133,utrbav,1031,1083,nwgrms,13.508
T,u007,1135,utrbav,1041,1093,nwgrms,13.508
T,u007,1137,utrbav,1051,1102,nwgrms,13.508
T,u007,1139,utrbav,1061,1111,nwgrms,13.508
T,u007,1141,utrbav,1071,1121,nwgrms,13.508
T,u007,1143,utrbav,1081,1129,nwgrms,13.508
T,u007,1145,utrbav,1096,1144,nwgrms,13.508
T,u007,1147,utrbav,1111,1157,nwgrms,13.508
T,u007,1149,utrbav,1126,1171,nwgrms,13.508
T,u007,1151,utrbav,1141,1186,nwgrms,13.508
T,u007,1153,utrbav,1156,1201,nwgrms,13.508
T,u007,1155,utrbav,1171,1216,nwgrms,13.508
T,u007,1157,utrbav,1186,1230,nwgrms,13.508
T,u007,1159,utrbav,1201,1245,nwgrms,13.508
T,u007,1161,utrbav,1216,1260,nwgrms,13.508
T,u007,1163,utrbav,1231,1274,nwgrms,13.508
T,u007,1165,utrbav,1246,1289,nwgrms,13.508
T,u007,1167,utrbav,1261,1304,nwgrms,13.508
T,u007,1169,utrbav,1276,1319,nwgrms,13.508
T,u007,1171,utrbav,1291,1332,nwgrms,13.508
T,u007,1173,utrbav,1306,1346,nwgrms,13.508
T,u007,1175,utrbav,1321,1361,nwgrms,13.508
T,u007,1177,utrbav,1336,1376,nwgrms,13.508
T,u007,1179,utrbav,1351,1391,nwgrms,13.508
T,u007,1181,utrbav,1366,1406,nwgrms,13.508
T,u007,1183,utrbav,1381,1421,nwgrms,13.508
T,u007,1185,utrbav,1396,1436,nwgrms,13.508
T,u007,1187,utrbav,1411,1451,nwgrms,13.508
T,u007,1189,utrbav,1426,1466,nwgrms,13.508
T,u007,1191,utrbav,1441,1481,nwgrms,13.508
T,u007,1193,utrbav,1456,1496,nwgrms,13.508
T,u007,1195,utrbav,1478,1518,nwgrms,13.508
T,u007,1002,nwgrms,349,389,utrbav,13.143
T,u007,1004,nwgrms,364,404,utrbav,13.143
T,u007,1006,nwgrms,379,419,utrbav,13.143
T,u007,1008,nwgrms,392,434,utrbav,13.143
T,u007,1010,nwgrms,404,449,utrbav,13.143
T,u007,1012,nwgrms,412,459,utrbav,13.143
T,u007,1014,nwgrms,423,469,utrbav,13.143
T,u007,1016,nwgrms,433,479,utrbav,13.143
T,u007,1018,nwgrms,444,489,utrbav,13.143
T,u007,1020,nwgrms,453,499,utrbav,13.143
T,u007,1022,nwgrms,463,509,utrbav,13.143
T,u007,1024,nwgrms,473,519,utrbav,13.143
T,u007,1026,nwgrms,483,529,utrbav,13.143
T,u007,1028,nwgrms,493,539,utrbav,13.143
T,u007,1030,nwgrms,503,549,utrbav,13.143
T,u007,1032,nwgrms,513,559,utrbav,13.143
T,u007,1034,nwgrms,524,569,utrbav,13.143
T,u007,1036,nwgrms,535,579,utrbav,13.143
T,u007,1038,nwgrms,545,589,utrbav,13.143
T,u007,1040,nwgrms,555,599,utrbav,13.143
T,u007,1042,nwgrms,565,609,utrbav,13.143
T,u007,1044,nwgrms,575,619,utrbav,13.143
T,u007,1046,nwgrms,585,629,utrbav,13.143
T,u007,1048,nwgrms,595,639,utrbav,13.143
T,u007,1050,nwgrms,605,649,utrbav,13.143
T,u007,1052,nwgrms,615,659,utrbav,13.143
T,u007,1054,nwgrms,625,669,utrbav,13.143
T,u007,1056,nwgrms,635,679,utrbav,13.143
T,u007,1058,nwgrms,645,689,utrbav,13.143
T,u007,1060,nwgrms,655,699,utrbav,13.143
T,u007,1062,nwgrms,665,709,utrbav,13.143
T,u007,1064,nwgrms,675,719,utrbav,13.143
T,u007,1066,nwgrms,684,729,utrbav,13.143
T,u007,1068,nwgrms,693,739,utrbav,13.143
T,u007,1070,nwgrms,702,749,utrbav,13.143
T,u007,1072,nwgrms,712,759,utrbav,13.143
T,u007,1074,nwgrms,722,769,utrbav,13.143
T,u007,1076,nwgrms,732,779,utrbav,13.143
T,u007,1078,nwgrms,742,789,utrbav,13.143
T,u007,1080,nwgrms,752,799,utrbav,13.143
T,u007,1082,nwgrms,762,809,utrbav,13.143
T,u007,1084,nwgrms,772,819,utrbav,13.143
T,u007,1086,nwgrms,782,829,utrbav,13.143
T,u007,1088,nwgrms,792,839,utrbav,13.143
T,u007,1090,nwgrms,802,849,utrbav,13.143
T,u007,1092,nwgrms,812,859,utrbav,13.143
T,u007,1094,nwgrms,822,869,utrbav,13.143
T,u007,1096,nwgrms,832,879,utrbav,13.143
T,u007,1098,nwgrms,842,889,utrbav,13.143
T,u007,1100,nwgrms,852,899,utrbav,13.143
T,u007,1102,nwgrms,860,909,utrbav,13.143
T,u007,1104,nwgrms,870,919,utrbav,13.143
T,u007,1106,nwgrms,880,929,utrbav,13.143
T,u007,1108,nwgrms,890,939,utrbav,13.143
T,u007,1110,nwgrms,900,949,utrbav,13.143
T,u007,1112,nwgrms,910,959,utrbav,13.143
T,u007,1114,nwgrms,920,969,utrbav,13.143
T,u007,1116,nwgrms,930,979,utrbav,13.143
T,u007,1118,nwgrms,940,989,utrbav,13.143
T,u007,1120,nwgrms,950,999,utrbav,13.143
T,u007,1122,nwgrms,960,1009,utrbav,13.143
T,u007,1124,nwgrms,970,1019,utrbav,13.143
T,u007,1126,nwgrms,980,1029,utrbav,13.143
T,u007,1128,nwgrms,990,1039,utrbav,13.143
T,u007,1130,nwgrms,1000,1049,utrbav,13.143
T,u007,1132,nwgrms,1010,1059,utrbav,13.143
T,u007,1134,nwgrms,1020,1069,utrbav,13.143
T,u007,1136,nwgrms,1031,1079,utrbav,13.143
T,u007,1138,nwgrms,1041,1089,utrbav,13.143
T,u007,1140,nwgrms,1051,1099,utrbav,13.143
T,u007,1142,nwgrms,1061,1109,utrbav,13.143
T,u007,1144,nwgrms,1076,1124,utrbav,13.143
T,u007,1146,nwgrms,1091,1139,utrbav,13.143
T,u007,1148,nwgrms,1108,1154,utrbav,13.143
T,u007,1150,nwgrms,1125,1169,utrbav,13.143
T,u007,1152,nwgrms,1141,1184,utrbav,13.143
T,u007,1154,nwgrms,1156,1199,utrbav,13.143
T,u007,1156,nwgrms,1171,1214,utrbav,13.143
T,u007,1158,nwgrms,1186,1229,utrbav,13.143
T,u007,1160,nwgrms,1201,1244,utrbav,13.143
T,u007,1162,nwgrms,1216,1259,utrbav,13.143
T,u007,1164,nwgrms,1231,1274,utrbav,13.143
T,u007,1166,nwgrms,1246,1289,utrbav,13.143
T,u007,1168,nwgrms,1261,1304,utrbav,13.143
T,u007,1170,nwgrms,1277,1319,utrbav,13.143
T,u007,1172,nwgrms,1294,1334,utrbav,13.143
T,u007,1174,nwgrms,1309,1349,utrbav,13.143
T,u007,1176,nwgrms,1324,1364,utrbav,13.143
T,u007,1178,nwgrms,1339,1379,utrbav,13.143
T,u007,1180,nwgrms,1354,1394,utrbav,13.143
T,u007,1182,nwgrms,1369,1409,utrbav,13.143
T,u007,1184,nwgrms,1384,1424,utrbav,13.143
T,u007,1186,nwgrms,1399,1439,utrbav,13.143
T,u007,1188,nwgrms,1414,1454,utrbav,13.143
T,u007,1190,nwgrms,1429,1469,utrbav,13.143
T,u007,1192,nwgrms,1444,1484,utrbav,13.143
T,u007,1194,nwgrms,1459,1499,utrbav,13.143
T,u007,1196,nwgrms,1476,1519,utrbav,13.143
T,u008,1001,utroor,361,395,utrlun,11.495
T,u008,1003,utroor,376,410,utrlun,11.495
T,u008,1005,utroor,391,425,utrlun,11.495
T,u008,1007,utroor,406,444,utrlun,11.495
T,u008,1009,utroor,421,460,utrlun,11.495
T,u008,1011,utroor,436,476,utrlun,11.495
T,u008,1013,utroor,451,491,utrlun,11.495
T,u008,1015,utroor,461,501,utrlun,11.495
T,u008,1017,utroor,471,511,utrlun,11.495
T,u008,1019,utroor,481,521,utrlun,11.495
T,u008,1021,utroor,491,531,utrlun,11.495
T,u008,1023,utroor,501,541,utrlun,11.495
T,u008,1025,utroor,511,551,utrlun,11.495
T,u008,1027,utroor,521,561,utrlun,11.495
T,u008,1029,utroor,531,571,utrlun,11.495
T,u008,1031,utroor,541,581,utrlun,11.495
T,u008,1033,utroor,551,591,utrlun,11.495
T,u008,1035,utroor,561,601,utrlun,11.495
T,u008,1037,utroor,571,611,utrlun,11.495
T,u008,1039,utroor,581,621,utrlun,11.495
T,u008,1041,utroor,591,631,utrlun,11.495
T,u008,1043,utroor,601,641,utrlun,11.495
T,u008,1045,utroor,611,651,utrlun,11.495
T,u008,1047,utroor,621,661,utrlun,11.495
T,u008,1049,utroor,631,671,utrlun,11.495
T,u008,1051,utroor,641,681,utrlun,11.495
T,u008,1053,utroor,651,691,utrlun,11.495
T,u008,1055,utroor,661,701,utrlun,11.495
T,u008,1057,utroor,671,711,utrlun,11.495
T,u008,1059,utroor,681,721,utrlun,11.495
T,u008,1061,utroor,691,731,utrlun,11.495
T,u008,1063,utroor,701,741,utrlun,11.495
T,u008,1065,utroor,711,751,utrlun,11.495
T,u008,1067,utroor,721,761,utrlun,11.495
T,u008,1069,utroor,731,771,utrlun,11.495
T,u008,1071,utroor,741,781,utrlun,11.495
T,u008,1073,utroor,751,791,utrlun,11.495
T,u008,1075,utroor,761,801,utrlun,11.495
T,u008,1077,utroor,771,811,utrlun,11.495
T,u008,1079,utroor,781,821,utrlun,11.495
T,u008,1081,utroor,791,831,utrlun,11.495
T,u008,1083,utroor,801,841,utrlun,11.495
T,u008,1085,utroor,811,851,utrlun,11.495
T,u008,1087,utroor,821,861,utrlun,11.495
T,u008,1089,utroor,831,871,utrlun,11.495
T,u008,1091,utroor,841,881,utrlun,11.495
T,u008,1093,utroor,851,891,utrlun,11.495
T,u008,1095,utroor,861,901,utrlun,11.495
T,u008,1097,utroor,871,911,utrlun,11.495
T,u008,1099,utroor,881,921,utrlun,11.495
T,u008,1101,utroor,891,931,utrlun,11.495
T,u008,1103,utroor,901,941,utrlun,11.495
T,u008,1105,utroor,911,951,utrlun,11.495
T,u008,1107,utroor,921,961,utrlun,11.495
T,u008,1109,utroor,931,972,utrlun,11.495
T,u008,1111,utroor,941,983,utrlun,11.495
T,u008,1113,utroor,951,993,utrlun,11.495
T,u008,1115,utroor,961,1003,utrlun,11.495
T,u008,1117,utroor,971,1013,utrlun,11.495
T,u008,1119,utroor,981,1023,utrlun,11.495
T,u008,1121,utroor,991,1033,utrlun,11.495
T,u008,1123,utroor,1001,1043,utrlun,11.495
T,u008,1125,utroor,1011,1053,utrlun,11.495
T,u008,1127,utroor,1021,1062,utrlun,11.495
T,u008,1129,utroor,1031,1071,utrlun,11.495
T,u008,1131,utroor,1041,1081,utrlun,11.495
T,u008,1133,utroor,1051,1091,utrlun,11.495
T,u008,1135,utroor,1061,1101,utrlun,11.495
T,u008,1137,utroor,1071,1110,utrlun,11.495
T,u008,1139,utroor,1081,1119,utrlun,11.495
T,u008,1141,utroor,1096,1134,utrlun,11.495
T,u008,1143,utroor,1111,1149,utrlun,11.495
T,u008,1145,utroor,1126,1164,utrlun,11.495
T,u008,1147,utroor,1141,1179,utrlun,11.495
T,u008,1149,utroor,1156,1194,utrlun,11.495
T,u008,1151,utroor,1171,1209,utrlun,11.495
T,u008,1153,utroor,1186,1224,utrlun,11.495
T,u008,1155,utroor,1201,1239,utrlun,11.495
T,u008,1157,utroor,1216,1254,utrlun,11.495
T,u008,1159,utroor,1231,1269,utrlun,11.495
T,u008,1161,utroor,1246,1283,utrlun,11.495
T,u008,1163,utroor,1261,1297,utrlun,11.495
T,u008,1165,utroor,1276,1312,utrlun,11.495
T,u008,1167,utroor,1291,1327,utrlun,11.495
T,u008,1169,utroor,1306,1342,utrlun,11.495
